isolate	comparedTo_iso	method_1	sanity_check	YN00_dN		YN00_dN_SE		YN00_kappa		YN00_dS_SE		YN00_N		YN00_S		YN00_t		YN00_omega		YN00_dS	method_2		LWL85m_dN		LWL85m_w		LWL85m_N		LWL85m_S		LWL85m_rho		LWL85m_dS	method3		LPB93_dN		LPB93_dS		LPB93_w	method4		LWL85_dN		LWL85_S		LWL85_dS		LWL85_w		LWL85_N	method5		NG86_dN		NG86_omega		NG86_dS
MG1065_maxbin_03_00808	ERR1045808_00704	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.2119	YN00_dS SE	0.0089	YN00_N	1174.3	YN00_S	367.7	YN00_t	0.0199	YN00_omega	0.0	YN00_dS	0.0278	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1127.5	LWL85m_S	414.5	LWL85m_rho	None	LWL85m_dS	0.024	LPB93	LPB93_dN	0.0	LPB93_dS	0.024	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	356.3	LWL85_dS	0.028	LWL85_w	0.0	LWL85_N	1185.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.027
MG1065_maxbin_03_00808	SRR5945977_00723	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0164	YN00_N	1173.9	YN00_S	368.1	YN00_t	0.0645	YN00_omega	0.0098	YN00_dS	0.0873	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0116	LWL85m_N	1128.9	LWL85m_S	413.1	LWL85m_rho	None	LWL85m_dS	0.076	LPB93	LPB93_dN	0.0	LPB93_dS	0.077	LPB93_w	0.0114	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.088	LWL85_w	0.0095	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0102	NG86_dS	0.084
MG1065_maxbin_03_00808	AP012332_1_00741	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0143	YN00_N	1171.3	YN00_S	370.7	YN00_t	0.0512	YN00_omega	0.0125	YN00_dS	0.0683	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0145	LWL85m_N	1132.6	LWL85m_S	409.4	LWL85m_rho	None	LWL85m_dS	0.061	LPB93	LPB93_dN	0.0	LPB93_dS	0.061	LPB93_w	0.0144	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.07	LWL85_w	0.0121	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0129	NG86_dS	0.0664
MG1065_maxbin_03_00808	MG151_maxbin_2_00157	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0147	YN00_N	1173.9	YN00_S	368.1	YN00_t	0.0534	YN00_omega	0.0119	YN00_dS	0.0718	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0135	LWL85m_N	1140.2	LWL85m_S	401.8	LWL85m_rho	None	LWL85m_dS	0.064	LPB93	LPB93_dN	0.0	LPB93_dS	0.065	LPB93_w	0.0136	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.073	LWL85_w	0.0116	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0124	NG86_dS	0.0693
MG1065_maxbin_03_00808	ERR1939897_00699	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0689	YN00_omega	0.0091	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0106	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.0	LPB93_dS	0.083	LPB93_w	0.0106	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0089	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0096	NG86_dS	0.0899
MG1065_maxbin_03_00808	SRR5449044_00722	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	ERR1045869_00723	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0164	YN00_N	1173.9	YN00_S	368.1	YN00_t	0.0645	YN00_omega	0.0098	YN00_dS	0.0873	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0116	LWL85m_N	1128.9	LWL85m_S	413.1	LWL85m_rho	None	LWL85m_dS	0.076	LPB93	LPB93_dN	0.0	LPB93_dS	0.077	LPB93_w	0.0114	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.088	LWL85_w	0.0095	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0102	NG86_dS	0.084
MG1065_maxbin_03_00808	MG1357_maxbin_09_01195	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0689	YN00_omega	0.0091	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0106	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.0	LPB93_dS	0.083	LPB93_w	0.0106	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0089	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0096	NG86_dS	0.0899
MG1065_maxbin_03_00808	SRR5449043_00721	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	MG32_maxbin_6_00217	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0083	YN00_N	1171.3	YN00_S	370.7	YN00_t	0.0198	YN00_omega	0.0345	YN00_dS	0.0247	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0339	LWL85m_N	1177.8	LWL85m_S	364.2	LWL85m_rho	None	LWL85m_dS	0.025	LPB93	LPB93_dN	0.0	LPB93_dS	0.023	LPB93_w	0.0374	LWL85	LWL85_dN	0.0	LWL85_S	356.8	LWL85_dS	0.025	LWL85_w	0.033	LWL85_N	1185.2	NG86	NG86_dN	0.0009	NG86_omega	0.0355	NG86_dS	0.0242
MG1065_maxbin_03_00808	MG1276_maxbin_03_sub_00935	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	ERR1045811_00699	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0689	YN00_omega	0.0091	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0106	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.0	LPB93_dS	0.083	LPB93_w	0.0106	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0089	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0096	NG86_dS	0.0899
MG1065_maxbin_03_00808	MG1397_maxbin_5_00470	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0132	YN00_N	1171.4	YN00_S	370.6	YN00_t	0.0448	YN00_omega	0.0144	YN00_dS	0.0594	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0171	LWL85m_N	1124.1	LWL85m_S	417.9	LWL85m_rho	None	LWL85m_dS	0.052	LPB93	LPB93_dN	0.0	LPB93_dS	0.053	LPB93_w	0.0166	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.061	LWL85_w	0.0138	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0149	NG86_dS	0.0578
MG1065_maxbin_03_00808	SRR10957311_00695	YN00	YN00_dN	0.0017	YN00_dN SE	0.0012	YN00_kappa	2.2119	YN00_dS SE	0.0167	YN00_N	1173.9	YN00_S	368.1	YN00_t	0.0686	YN00_omega	0.0189	YN00_dS	0.0903	LWL85m	LWL85m_dN	0.001	LWL85m_w	0.022	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.08	LPB93	LPB93_dN	0.001	LPB93_dS	0.081	LPB93_w	0.0206	LWL85	LWL85_dN	0.001	LWL85_S	356.7	LWL85_dS	0.091	LWL85_w	0.0185	LWL85_N	1185.3	NG86	NG86_dN	0.0017	NG86_omega	0.0198	NG86_dS	0.0869
MG1065_maxbin_03_00808	MG163_maxbin_09_00516	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0133	YN00_N	1174.0	YN00_S	368.0	YN00_t	0.0448	YN00_omega	0.0142	YN00_dS	0.0598	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0163	LWL85m_N	1139.5	LWL85m_S	402.5	LWL85m_rho	None	LWL85m_dS	0.054	LPB93	LPB93_dN	0.0	LPB93_dS	0.053	LPB93_w	0.0166	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.061	LWL85_w	0.0139	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0149	NG86_dS	0.0577
MG1065_maxbin_03_00808	MG282_maxbin_3_00343	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0147	YN00_N	1173.9	YN00_S	368.1	YN00_t	0.0534	YN00_omega	0.0119	YN00_dS	0.0718	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0135	LWL85m_N	1140.2	LWL85m_S	401.8	LWL85m_rho	None	LWL85m_dS	0.064	LPB93	LPB93_dN	0.0	LPB93_dS	0.065	LPB93_w	0.0136	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.073	LWL85_w	0.0116	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0124	NG86_dS	0.0693
MG1065_maxbin_03_00808	ERR1939904_00722	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	SRR8179089_00724	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	MG1343_maxbin_1_00856	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0689	YN00_omega	0.0091	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0106	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.0	LPB93_dS	0.083	LPB93_w	0.0106	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0089	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0096	NG86_dS	0.0899
MG1065_maxbin_03_00808	ERR1045863_00717	YN00	YN00_dN	0.0017	YN00_dN SE	0.0012	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0709	YN00_omega	0.0183	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.001	LWL85m_w	0.0213	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.001	LPB93_dS	0.083	LPB93_w	0.0222	LWL85	LWL85_dN	0.001	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0178	LWL85_N	1185.3	NG86	NG86_dN	0.0017	NG86_omega	0.0191	NG86_dS	0.0899
MG1065_maxbin_03_00808	MG1284_maxbin_1_00191	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.2119	YN00_dS SE	0.0089	YN00_N	1174.3	YN00_S	367.7	YN00_t	0.0199	YN00_omega	0.0	YN00_dS	0.0278	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1127.5	LWL85m_S	414.5	LWL85m_rho	None	LWL85m_dS	0.024	LPB93	LPB93_dN	0.0	LPB93_dS	0.024	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	356.3	LWL85_dS	0.028	LWL85_w	0.0	LWL85_N	1185.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.027
MG1065_maxbin_03_00808	SRR10389210_00719	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	ERR1045866_00702	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0689	YN00_omega	0.0091	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0106	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.0	LPB93_dS	0.083	LPB93_w	0.0106	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0089	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0096	NG86_dS	0.0899
MG1065_maxbin_03_00808	SRR10957307_00704	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0149	YN00_N	1170.9	YN00_S	371.1	YN00_t	0.0555	YN00_omega	0.0115	YN00_dS	0.0741	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0127	LWL85m_N	1147.0	LWL85m_S	395.0	LWL85m_rho	None	LWL85m_dS	0.068	LPB93	LPB93_dN	0.0	LPB93_dS	0.069	LPB93_w	0.0128	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.076	LWL85_w	0.0111	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0119	NG86_dS	0.0722
MG1065_maxbin_03_00808	MG280_maxbin_4_00289	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.0078	YN00_N	1171.5	YN00_S	370.5	YN00_t	0.0178	YN00_omega	0.0389	YN00_dS	0.022	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0409	LWL85m_N	1158.1	LWL85m_S	383.9	LWL85m_rho	None	LWL85m_dS	0.021	LPB93	LPB93_dN	0.0	LPB93_dS	0.019	LPB93_w	0.0444	LWL85	LWL85_dN	0.0	LWL85_S	356.8	LWL85_dS	0.022	LWL85_w	0.0372	LWL85_N	1185.2	NG86	NG86_dN	0.0009	NG86_omega	0.0401	NG86_dS	0.0215
MG1065_maxbin_03_00808	MG125_maxbin_2_00113	YN00	YN00_dN	0.0009	YN00_dN SE	0.0009	YN00_kappa	2.2119	YN00_dS SE	0.017	YN00_N	1173.5	YN00_S	368.5	YN00_t	0.0689	YN00_omega	0.0091	YN00_dS	0.0934	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0106	LWL85m_N	1135.0	LWL85m_S	407.0	LWL85m_rho	None	LWL85m_dS	0.083	LPB93	LPB93_dN	0.0	LPB93_dS	0.083	LPB93_w	0.0106	LWL85	LWL85_dN	0.0	LWL85_S	356.7	LWL85_dS	0.094	LWL85_w	0.0089	LWL85_N	1185.3	NG86	NG86_dN	0.0009	NG86_omega	0.0096	NG86_dS	0.0899
MG1065_maxbin_03_00808	MG364_maxbin_5_01285	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.2119	YN00_dS SE	0.0089	YN00_N	1174.3	YN00_S	367.7	YN00_t	0.0199	YN00_omega	0.0	YN00_dS	0.0278	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1127.5	LWL85m_S	414.5	LWL85m_rho	None	LWL85m_dS	0.024	LPB93	LPB93_dN	0.0	LPB93_dS	0.024	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	356.3	LWL85_dS	0.028	LWL85_w	0.0	LWL85_N	1185.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.027
