isolate	comparedTo_iso	method_1	sanity_check	YN00_dN		YN00_dN_SE		YN00_kappa		YN00_dS_SE		YN00_N		YN00_S		YN00_t		YN00_omega		YN00_dS	method_2		LWL85m_dN		LWL85m_w		LWL85m_N		LWL85m_S		LWL85m_rho		LWL85m_dS	method3		LPB93_dN		LPB93_dS		LPB93_w	method4		LWL85_dN		LWL85_S		LWL85_dS		LWL85_w		LWL85_N	method5		NG86_dN		NG86_omega		NG86_dS
ERR1045811_00382	MG1348_maxbin_1_00422	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0055	YN00_N	1830.6	YN00_S	644.4	YN00_t	0.016	YN00_omega	0.0289	YN00_dS	0.0189	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.029	LWL85m_N	1830.0	LWL85m_S	645.0	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.0	LPB93_dS	0.017	LPB93_w	0.0342	LWL85	LWL85_dN	0.0	LWL85_S	529.5	LWL85_dS	0.023	LWL85_w	0.0224	LWL85_N	1945.5	NG86	NG86_dN	0.0005	NG86_omega	0.0242	NG86_dS	0.0216
ERR1045811_00382	MG151_maxbin_2_00315	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0057	YN00_N	1831.3	YN00_S	643.7	YN00_t	0.0173	YN00_omega	0.0266	YN00_dS	0.0206	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0267	LWL85m_N	1830.3	LWL85m_S	644.7	LWL85m_rho	None	LWL85m_dS	0.02	LPB93	LPB93_dN	0.0	LPB93_dS	0.018	LPB93_w	0.0319	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.024	LWL85_w	0.0206	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0223	NG86_dS	0.0234
ERR1045811_00382	SRR10957311_00386	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0045	YN00_N	1830.7	YN00_S	644.3	YN00_t	0.011	YN00_omega	0.0435	YN00_dS	0.0126	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0519	LWL85m_N	1744.3	LWL85m_S	730.7	LWL85m_rho	None	LWL85m_dS	0.011	LPB93	LPB93_dN	0.0	LPB93_dS	0.011	LPB93_w	0.0535	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.015	LWL85_w	0.0337	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0365	NG86_dS	0.0143
ERR1045811_00382	MG1357_maxbin_09_00440	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0055	YN00_N	1830.6	YN00_S	644.4	YN00_t	0.016	YN00_omega	0.0289	YN00_dS	0.0189	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.029	LWL85m_N	1830.0	LWL85m_S	645.0	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.0	LPB93_dS	0.017	LPB93_w	0.0342	LWL85	LWL85_dN	0.0	LWL85_S	529.5	LWL85_dS	0.023	LWL85_w	0.0224	LWL85_N	1945.5	NG86	NG86_dN	0.0005	NG86_omega	0.0242	NG86_dS	0.0216
ERR1045811_00382	ERR1045866_00394	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.005	YN00_N	1831.4	YN00_S	643.6	YN00_t	0.0135	YN00_omega	0.0346	YN00_dS	0.0158	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0397	LWL85m_N	1765.9	LWL85m_S	709.1	LWL85m_rho	None	LWL85m_dS	0.014	LPB93	LPB93_dN	0.0	LPB93_dS	0.013	LPB93_w	0.0438	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.019	LWL85_w	0.0269	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0291	NG86_dS	0.018
ERR1045811_00382	MG125_maxbin_2_00241	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0045	YN00_N	1831.0	YN00_S	644.0	YN00_t	0.011	YN00_omega	0.0435	YN00_dS	0.0126	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0498	LWL85m_N	1765.9	LWL85m_S	709.1	LWL85m_rho	None	LWL85m_dS	0.011	LPB93	LPB93_dN	0.0	LPB93_dS	0.011	LPB93_w	0.0536	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.015	LWL85_w	0.0337	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0365	NG86_dS	0.0143
ERR1045811_00382	SRR5945977_00391	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0055	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.016	YN00_omega	0.0289	YN00_dS	0.0189	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.029	LWL85m_N	1830.0	LWL85m_S	645.0	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.0	LPB93_dS	0.017	LPB93_w	0.0342	LWL85	LWL85_dN	0.0	LWL85_S	529.5	LWL85_dS	0.023	LWL85_w	0.0224	LWL85_N	1945.5	NG86	NG86_dN	0.0005	NG86_omega	0.0242	NG86_dS	0.0216
ERR1045811_00382	MG108_maxbin_1_00134	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0048	YN00_N	1831.4	YN00_S	643.6	YN00_t	0.0123	YN00_omega	0.0386	YN00_dS	0.0142	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0411	LWL85m_N	1801.9	LWL85m_S	673.1	LWL85m_rho	None	LWL85m_dS	0.013	LPB93	LPB93_dN	0.0	LPB93_dS	0.012	LPB93_w	0.0482	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.017	LWL85_w	0.0299	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0324	NG86_dS	0.0162
ERR1045811_00382	SRR5449044_00397	YN00	YN00_dN	0.0011	YN00_dN SE	0.0008	YN00_kappa	2.8436	YN00_dS SE	0.0053	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.016	YN00_omega	0.0631	YN00_dS	0.0173	LWL85m	LWL85m_dN	0.001	LWL85m_w	0.0577	LWL85m_N	1873.6	LWL85m_S	601.4	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.001	LPB93_dS	0.016	LPB93_w	0.0736	LWL85	LWL85_dN	0.001	LWL85_S	529.2	LWL85_dS	0.021	LWL85_w	0.0489	LWL85_N	1945.8	NG86	NG86_dN	0.001	NG86_omega	0.0529	NG86_dS	0.0198
ERR1045811_00382	SRR5449043_00398	YN00	YN00_dN	0.0011	YN00_dN SE	0.0008	YN00_kappa	2.8436	YN00_dS SE	0.0053	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.016	YN00_omega	0.0631	YN00_dS	0.0173	LWL85m	LWL85m_dN	0.001	LWL85m_w	0.0577	LWL85m_N	1873.6	LWL85m_S	601.4	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.001	LPB93_dS	0.016	LPB93_w	0.0736	LWL85	LWL85_dN	0.001	LWL85_S	529.2	LWL85_dS	0.021	LWL85_w	0.0489	LWL85_N	1945.8	NG86	NG86_dN	0.001	NG86_omega	0.0529	NG86_dS	0.0198
ERR1045811_00382	AP012332_1_00399	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0048	YN00_N	1831.5	YN00_S	643.5	YN00_t	0.0123	YN00_omega	0.0385	YN00_dS	0.0142	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0442	LWL85m_N	1765.9	LWL85m_S	709.1	LWL85m_rho	None	LWL85m_dS	0.012	LPB93	LPB93_dN	0.0	LPB93_dS	0.012	LPB93_w	0.0482	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.017	LWL85_w	0.0299	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0324	NG86_dS	0.0162
ERR1045811_00382	ERR1939904_00394	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0053	YN00_N	1830.7	YN00_S	644.3	YN00_t	0.0148	YN00_omega	0.0315	YN00_dS	0.0174	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0376	LWL85m_N	1744.3	LWL85m_S	730.7	LWL85m_rho	None	LWL85m_dS	0.015	LPB93	LPB93_dN	0.0	LPB93_dS	0.015	LPB93_w	0.0402	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.021	LWL85_w	0.0244	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0264	NG86_dS	0.0198
ERR1045811_00382	SRR10389210_00395	YN00	YN00_dN	0.0011	YN00_dN SE	0.0008	YN00_kappa	2.8436	YN00_dS SE	0.0053	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.016	YN00_omega	0.0631	YN00_dS	0.0173	LWL85m	LWL85m_dN	0.001	LWL85m_w	0.0577	LWL85m_N	1873.6	LWL85m_S	601.4	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.001	LPB93_dS	0.016	LPB93_w	0.0736	LWL85	LWL85_dN	0.001	LWL85_S	529.2	LWL85_dS	0.021	LWL85_w	0.0489	LWL85_N	1945.8	NG86	NG86_dN	0.001	NG86_omega	0.0529	NG86_dS	0.0198
ERR1045811_00382	ERR1939897_00384	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0045	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.011	YN00_omega	0.0436	YN00_dS	0.0125	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0437	LWL85m_N	1830.3	LWL85m_S	644.7	LWL85m_rho	None	LWL85m_dS	0.012	LPB93	LPB93_dN	0.0	LPB93_dS	0.012	LPB93_w	0.0477	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.015	LWL85_w	0.0337	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0365	NG86_dS	0.0143
ERR1045811_00382	SRR3350448_00374	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.0	YN00_N	1830.6	YN00_S	644.4	YN00_t	-0.0	YN00_omega	99.0	YN00_dS	-0.0	LWL85m	LWL85m_dN	None	LWL85m_S	nan	LWL85m_dS	None	LWL85m_w	nan	LWL85m_N	nan	LPB93	LPB93_dN	0.0	LPB93_dS	0.0	LPB93_w	nan	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.0	LWL85_w	nan	LWL85_N	1945.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0
ERR1045811_00382	SRR8179089_00399	YN00	YN00_dN	0.0011	YN00_dN SE	0.0008	YN00_kappa	2.8436	YN00_dS SE	0.0053	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.016	YN00_omega	0.0631	YN00_dS	0.0173	LWL85m	LWL85m_dN	0.001	LWL85m_w	0.0577	LWL85m_N	1873.6	LWL85m_S	601.4	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.001	LPB93_dS	0.016	LPB93_w	0.0736	LWL85	LWL85_dN	0.001	LWL85_S	529.2	LWL85_dS	0.021	LWL85_w	0.0489	LWL85_N	1945.8	NG86	NG86_dN	0.001	NG86_omega	0.0529	NG86_dS	0.0198
ERR1045811_00382	MG1343_maxbin_1_00058	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0055	YN00_N	1830.6	YN00_S	644.4	YN00_t	0.016	YN00_omega	0.0289	YN00_dS	0.0189	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.029	LWL85m_N	1830.0	LWL85m_S	645.0	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.0	LPB93_dS	0.017	LPB93_w	0.0342	LWL85	LWL85_dN	0.0	LWL85_S	529.5	LWL85_dS	0.023	LWL85_w	0.0224	LWL85_N	1945.5	NG86	NG86_dN	0.0005	NG86_omega	0.0242	NG86_dS	0.0216
ERR1045811_00382	MG282_maxbin_3_01009	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.007	YN00_N	1831.5	YN00_S	643.5	YN00_t	0.0249	YN00_omega	0.018	YN00_dS	0.0303	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0193	LWL85m_N	1800.9	LWL85m_S	674.1	LWL85m_rho	None	LWL85m_dS	0.028	LPB93	LPB93_dN	0.0	LPB93_dS	0.027	LPB93_w	0.0216	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.036	LWL85_w	0.014	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0152	NG86_dS	0.0345
ERR1045811_00382	ERR1045856_00390	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.007	YN00_N	1831.5	YN00_S	643.5	YN00_t	0.0249	YN00_omega	0.018	YN00_dS	0.0303	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0193	LWL85m_N	1800.9	LWL85m_S	674.1	LWL85m_rho	None	LWL85m_dS	0.028	LPB93	LPB93_dN	0.0	LPB93_dS	0.027	LPB93_w	0.0216	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.036	LWL85_w	0.014	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0152	NG86_dS	0.0345
ERR1045811_00382	ERR1045869_00391	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0055	YN00_N	1830.5	YN00_S	644.5	YN00_t	0.016	YN00_omega	0.0289	YN00_dS	0.0189	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.029	LWL85m_N	1830.0	LWL85m_S	645.0	LWL85m_rho	None	LWL85m_dS	0.018	LPB93	LPB93_dN	0.0	LPB93_dS	0.017	LPB93_w	0.0342	LWL85	LWL85_dN	0.0	LWL85_S	529.5	LWL85_dS	0.023	LWL85_w	0.0224	LWL85_N	1945.5	NG86	NG86_dN	0.0005	NG86_omega	0.0242	NG86_dS	0.0216
MG1397_maxbin_5_00759	ERR1045811_00382	YN00	YN00_dN	0.0005	YN00_dN SE	0.0005	YN00_kappa	2.8436	YN00_dS SE	0.0047	YN00_N	1830.6	YN00_S	644.4	YN00_t	0.0123	YN00_omega	0.0386	YN00_dS	0.0141	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0473	LWL85m_N	1729.9	LWL85m_S	745.1	LWL85m_rho	None	LWL85m_dS	0.012	LPB93	LPB93_dN	0.0	LPB93_dS	0.012	LPB93_w	0.0482	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.017	LWL85_w	0.0299	LWL85_N	1945.7	NG86	NG86_dN	0.0005	NG86_omega	0.0324	NG86_dS	0.0162
MG1397_maxbin_5_00759	SRR5945977_00391	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.0058	YN00_N	1830.6	YN00_S	644.4	YN00_t	0.0161	YN00_omega	0.0	YN00_dS	0.0206	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1719.2	LWL85m_S	755.8	LWL85m_rho	None	LWL85m_dS	0.017	LPB93	LPB93_dN	0.0	LPB93_dS	0.017	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	529.5	LWL85_dS	0.024	LWL85_w	0.0	LWL85_N	1945.5	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0234
MG1397_maxbin_5_00759	SRR13259104_00397	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.006	YN00_N	1831.6	YN00_S	643.4	YN00_t	0.0173	YN00_omega	0.0	YN00_dS	0.0222	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1765.3	LWL85m_S	709.7	LWL85m_rho	None	LWL85m_dS	0.02	LPB93	LPB93_dN	0.0	LPB93_dS	0.02	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.026	LWL85_w	0.0	LWL85_N	1945.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0253
MG1397_maxbin_5_00759	SRR10957314_00389	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.0031	YN00_N	1830.9	YN00_S	644.1	YN00_t	0.0049	YN00_omega	0.0	YN00_dS	0.0062	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1659.0	LWL85m_S	816.0	LWL85m_rho	None	LWL85m_dS	0.004	LPB93	LPB93_dN	0.0	LPB93_dS	0.004	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.007	LWL85_w	0.0	LWL85_N	1945.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0071
MG1397_maxbin_5_00759	SRR10957307_00392	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.0088	YN00_N	1830.1	YN00_S	644.9	YN00_t	0.0366	YN00_omega	0.0	YN00_dS	0.0468	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1799.4	LWL85m_S	675.6	LWL85m_rho	None	LWL85m_dS	0.044	LPB93	LPB93_dN	0.0	LPB93_dS	0.045	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.056	LWL85_w	0.0	LWL85_N	1945.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0533
MG1397_maxbin_5_00759	MG1297_maxbin_2_00673	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.0072	YN00_N	1831.5	YN00_S	643.5	YN00_t	0.0249	YN00_omega	0.0	YN00_dS	0.0319	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1789.2	LWL85m_S	685.8	LWL85m_rho	None	LWL85m_dS	0.029	LPB93	LPB93_dN	0.0	LPB93_dS	0.03	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.038	LWL85_w	0.0	LWL85_N	1945.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0364
MG1397_maxbin_5_00759	ERR1045858_00393	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	2.8436	YN00_dS SE	0.0062	YN00_N	1831.5	YN00_S	643.5	YN00_t	0.0186	YN00_omega	0.0	YN00_dS	0.0238	LWL85m	LWL85m_dN	0.0	LWL85m_w	0.0	LWL85m_N	1765.3	LWL85m_S	709.7	LWL85m_rho	None	LWL85m_dS	0.021	LPB93	LPB93_dN	0.0	LPB93_dS	0.021	LPB93_w	0.0	LWL85	LWL85_dN	0.0	LWL85_S	529.3	LWL85_dS	0.028	LWL85_w	0.0	LWL85_N	1945.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0271
