isolate	comparedTo_iso	method_1	sanity_check	YN00_dN		YN00_dN_SE		YN00_kappa		YN00_dS_SE		YN00_N		YN00_S		YN00_t		YN00_omega		YN00_dS	method_2		LWL85m_dN		LWL85m_w		LWL85m_N		LWL85m_S		LWL85m_rho		LWL85m_dS	method3		LPB93_dN		LPB93_dS		LPB93_w	method4		LWL85_dN		LWL85_S		LWL85_dS		LWL85_w		LWL85_N	method5		NG86_dN		NG86_omega		NG86_dS
SRR10957311_00760	AP012332_1_00812	YN00	YN00_dN	0.0043	YN00_dN SE	0.0025	YN00_kappa	3.2146	YN00_dS SE	0.0168	YN00_N	695.4	YN00_S	228.6	YN00_t	0.054	YN00_omega	0.0727	YN00_dS	0.0596	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.0698	LWL85m_N	704.4	LWL85m_S	219.6	LWL85m_rho	None	LWL85m_dS	0.061	LPB93	LPB93_dN	0.004	LPB93_dS	0.057	LPB93_w	0.0851	LWL85	LWL85_dN	0.004	LWL85_S	204.8	LWL85_dS	0.065	LWL85_w	0.0637	LWL85_N	719.2	NG86	NG86_dN	0.0043	NG86_omega	0.0707	NG86_dS	0.0607
SRR10957311_00760	MG108_maxbin_1_00644	YN00	YN00_dN	0.0058	YN00_dN SE	0.0029	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	695.1	YN00_S	228.9	YN00_t	0.0398	YN00_omega	0.1606	YN00_dS	0.036	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1775	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.005	LPB93_dS	0.033	LPB93_w	0.1758	LWL85	LWL85_dN	0.005	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.1395	LWL85_N	719.2	NG86	NG86_dN	0.0057	NG86_omega	0.1559	NG86_dS	0.0367
SRR10957311_00760	SRR5449043_00788	YN00	YN00_dN	0.0072	YN00_dN SE	0.0032	YN00_kappa	3.2146	YN00_dS SE	0.0137	YN00_N	694.9	YN00_S	229.1	YN00_t	0.0465	YN00_omega	0.178	YN00_dS	0.0406	LWL85m	LWL85m_dN	0.007	LWL85m_w	0.2082	LWL85m_N	667.8	LWL85m_S	256.2	LWL85m_rho	None	LWL85m_dS	0.036	LPB93	LPB93_dN	0.007	LPB93_dS	0.036	LPB93_w	0.2038	LWL85	LWL85_dN	0.007	LWL85_S	205.2	LWL85_dS	0.045	LWL85_w	0.1549	LWL85_N	718.8	NG86	NG86_dN	0.0072	NG86_omega	0.1732	NG86_dS	0.0414
SRR10957311_00760	MG736_maxbin_2_01035	YN00	YN00_dN	0.0072	YN00_dN SE	0.0032	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	694.9	YN00_S	229.1	YN00_t	0.0431	YN00_omega	0.2012	YN00_dS	0.036	LWL85m	LWL85m_dN	0.007	LWL85m_w	0.2224	LWL85m_N	678.1	LWL85m_S	245.9	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.007	LPB93_dS	0.033	LPB93_w	0.2251	LWL85	LWL85_dN	0.007	LWL85_S	205.2	LWL85_dS	0.04	LWL85_w	0.175	LWL85_N	718.8	NG86	NG86_dN	0.0072	NG86_omega	0.1954	NG86_dS	0.0367
SRR10957311_00760	MG1065_maxbin_03_01230	YN00	YN00_dN	0.0058	YN00_dN SE	0.0029	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	695.1	YN00_S	228.9	YN00_t	0.0398	YN00_omega	0.1606	YN00_dS	0.036	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1775	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.005	LPB93_dS	0.033	LPB93_w	0.1758	LWL85	LWL85_dN	0.005	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.1395	LWL85_N	719.2	NG86	NG86_dN	0.0057	NG86_omega	0.1559	NG86_dS	0.0367
SRR10957311_00760	MG280_maxbin_4_00768	YN00	YN00_dN	0.0101	YN00_dN SE	0.0038	YN00_kappa	3.2146	YN00_dS SE	0.0159	YN00_N	695.4	YN00_S	228.6	YN00_t	0.0633	YN00_omega	0.1861	YN00_dS	0.0545	LWL85m	LWL85m_dN	0.011	LWL85m_w	0.1855	LWL85m_N	732.2	LWL85m_S	191.8	LWL85m_rho	None	LWL85m_dS	0.059	LPB93	LPB93_dN	0.011	LPB93_dS	0.057	LPB93_w	0.1999	LWL85	LWL85_dN	0.011	LWL85_S	204.8	LWL85_dS	0.055	LWL85_w	0.2018	LWL85_N	719.2	NG86	NG86_dN	0.0101	NG86_omega	0.1801	NG86_dS	0.0558
SRR10957311_00760	MG1174_maxbin_9_sub_00376	YN00	YN00_dN	0.0043	YN00_dN SE	0.0025	YN00_kappa	3.2146	YN00_dS SE	0.0168	YN00_N	695.4	YN00_S	228.6	YN00_t	0.054	YN00_omega	0.0727	YN00_dS	0.0596	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.0698	LWL85m_N	704.4	LWL85m_S	219.6	LWL85m_rho	None	LWL85m_dS	0.061	LPB93	LPB93_dN	0.004	LPB93_dS	0.057	LPB93_w	0.0851	LWL85	LWL85_dN	0.004	LWL85_S	204.8	LWL85_dS	0.065	LWL85_w	0.0637	LWL85_N	719.2	NG86	NG86_dN	0.0043	NG86_omega	0.0707	NG86_dS	0.0607
SRR10957311_00760	ERR1045866_00773	YN00	YN00_dN	0.0197	YN00_dN SE	0.0054	YN00_kappa	3.2146	YN00_dS SE	0.0281	YN00_N	693.9	YN00_S	230.1	YN00_t	0.1581	YN00_omega	0.1296	YN00_dS	0.1522	LWL85m	LWL85m_dN	0.019	LWL85m_w	0.1209	LWL85m_N	715.9	LWL85m_S	208.1	LWL85m_rho	None	LWL85m_dS	0.164	LPB93	LPB93_dN	0.02	LPB93_dS	0.16	LPB93_w	0.125	LWL85	LWL85_dN	0.019	LWL85_S	205.5	LWL85_dS	0.166	LWL85_w	0.119	LWL85_N	718.5	NG86	NG86_dN	0.0195	NG86_omega	0.1256	NG86_dS	0.1556
SRR10957311_00760	MG1276_maxbin_03_sub_00477	YN00	YN00_dN	0.0043	YN00_dN SE	0.0025	YN00_kappa	3.2146	YN00_dS SE	0.0168	YN00_N	695.4	YN00_S	228.6	YN00_t	0.054	YN00_omega	0.0727	YN00_dS	0.0596	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.0698	LWL85m_N	704.4	LWL85m_S	219.6	LWL85m_rho	None	LWL85m_dS	0.061	LPB93	LPB93_dN	0.004	LPB93_dS	0.057	LPB93_w	0.0851	LWL85	LWL85_dN	0.004	LWL85_S	204.8	LWL85_dS	0.065	LWL85_w	0.0637	LWL85_N	719.2	NG86	NG86_dN	0.0043	NG86_omega	0.0707	NG86_dS	0.0607
SRR10957311_00760	MG32_maxbin_6_00455	YN00	YN00_dN	0.0058	YN00_dN SE	0.0029	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	695.1	YN00_S	228.9	YN00_t	0.0398	YN00_omega	0.1606	YN00_dS	0.036	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1775	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.005	LPB93_dS	0.033	LPB93_w	0.1758	LWL85	LWL85_dN	0.005	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.1395	LWL85_N	719.2	NG86	NG86_dN	0.0057	NG86_omega	0.1559	NG86_dS	0.0367
SRR10957311_00760	MG1066_maxbin_09_00946	YN00	YN00_dN	0.0058	YN00_dN SE	0.0029	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	695.1	YN00_S	228.9	YN00_t	0.0398	YN00_omega	0.1606	YN00_dS	0.036	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.1775	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.005	LPB93_dS	0.033	LPB93_w	0.1758	LWL85	LWL85_dN	0.005	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.1395	LWL85_N	719.2	NG86	NG86_dN	0.0057	NG86_omega	0.1559	NG86_dS	0.0367
SRR10957311_00760	MG364_maxbin_5_01032	YN00	YN00_dN	0.0116	YN00_dN SE	0.0041	YN00_kappa	3.2146	YN00_dS SE	0.0259	YN00_N	694.0	YN00_S	230.0	YN00_t	0.1229	YN00_omega	0.0898	YN00_dS	0.1295	LWL85m	LWL85m_dN	0.014	LWL85m_w	0.1328	LWL85m_N	681.7	LWL85m_S	242.3	LWL85m_rho	None	LWL85m_dS	0.111	LPB93	LPB93_dN	0.013	LPB93_dS	0.111	LPB93_w	0.1235	LWL85	LWL85_dN	0.014	LWL85_S	205.5	LWL85_dS	0.131	LWL85_w	0.1069	LWL85_N	718.5	NG86	NG86_dN	0.0115	NG86_omega	0.0877	NG86_dS	0.1314
SRR10957311_00760	MG125_maxbin_2_00021	YN00	YN00_dN	0.0043	YN00_dN SE	0.0025	YN00_kappa	3.2146	YN00_dS SE	0.0173	YN00_N	694.7	YN00_S	229.3	YN00_t	0.0573	YN00_omega	0.0679	YN00_dS	0.0638	LWL85m	LWL85m_dN	0.007	LWL85m_w	0.1284	LWL85m_N	701.2	LWL85m_S	222.8	LWL85m_rho	None	LWL85m_dS	0.056	LPB93	LPB93_dN	0.007	LPB93_dS	0.057	LPB93_w	0.1258	LWL85	LWL85_dN	0.007	LWL85_S	205.5	LWL85_dS	0.06	LWL85_w	0.1156	LWL85_N	718.5	NG86	NG86_dN	0.0043	NG86_omega	0.0657	NG86_dS	0.0653
SRR10957311_00760	ERR1939904_00789	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	3.2146	YN00_dS SE	0.0	YN00_N	695.1	YN00_S	228.9	YN00_t	-0.0	YN00_omega	99.0	YN00_dS	-0.0	LWL85m	LWL85m_dN	None	LWL85m_S	nan	LWL85m_dS	None	LWL85m_w	nan	LWL85m_N	nan	LPB93	LPB93_dN	0.0	LPB93_dS	0.0	LPB93_w	nan	LWL85	LWL85_dN	0.0	LWL85_S	205.3	LWL85_dS	0.0	LWL85_w	nan	LWL85_N	718.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0
SRR10957311_00760	SRR5449044_00792	YN00	YN00_dN	0.0072	YN00_dN SE	0.0032	YN00_kappa	3.2146	YN00_dS SE	0.0137	YN00_N	694.9	YN00_S	229.1	YN00_t	0.0465	YN00_omega	0.178	YN00_dS	0.0406	LWL85m	LWL85m_dN	0.007	LWL85m_w	0.2082	LWL85m_N	667.8	LWL85m_S	256.2	LWL85m_rho	None	LWL85m_dS	0.036	LPB93	LPB93_dN	0.007	LPB93_dS	0.036	LPB93_w	0.2038	LWL85	LWL85_dN	0.007	LWL85_S	205.2	LWL85_dS	0.045	LWL85_w	0.1549	LWL85_N	718.8	NG86	NG86_dN	0.0072	NG86_omega	0.1732	NG86_dS	0.0414
SRR10957311_00760	ERR1045869_00794	YN00	YN00_dN	0.0029	YN00_dN SE	0.002	YN00_kappa	3.2146	YN00_dS SE	0.0137	YN00_N	695.2	YN00_S	228.8	YN00_t	0.0366	YN00_omega	0.0711	YN00_dS	0.0406	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.133	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.004	LPB93_dS	0.033	LPB93_w	0.127	LWL85	LWL85_dN	0.004	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.1046	LWL85_N	719.2	NG86	NG86_dN	0.0029	NG86_omega	0.0689	NG86_dS	0.0415
SRR10957311_00760	ERR1045811_00767	YN00	YN00_dN	0.0058	YN00_dN SE	0.0029	YN00_kappa	3.2146	YN00_dS SE	0.0151	YN00_N	695.5	YN00_S	228.5	YN00_t	0.05	YN00_omega	0.116	YN00_dS	0.0498	LWL85m	LWL85m_dN	0.005	LWL85m_w	0.081	LWL85m_N	751.5	LWL85m_S	172.5	LWL85m_rho	None	LWL85m_dS	0.066	LPB93	LPB93_dN	0.005	LPB93_dS	0.06	LPB93_w	0.0914	LWL85	LWL85_dN	0.005	LWL85_S	205.2	LWL85_dS	0.055	LWL85_w	0.1007	LWL85_N	718.8	NG86	NG86_dN	0.0057	NG86_omega	0.1125	NG86_dS	0.0509
SRR10957311_00760	MG1297_maxbin_2_00219	YN00	YN00_dN	0.0072	YN00_dN SE	0.0032	YN00_kappa	3.2146	YN00_dS SE	0.0159	YN00_N	694.7	YN00_S	229.3	YN00_t	0.0568	YN00_omega	0.1329	YN00_dS	0.0544	LWL85m	LWL85m_dN	0.008	LWL85m_w	0.1772	LWL85m_N	692.7	LWL85m_S	231.3	LWL85m_rho	None	LWL85m_dS	0.049	LPB93	LPB93_dN	0.008	LPB93_dS	0.05	LPB93_w	0.1755	LWL85	LWL85_dN	0.008	LWL85_S	205.5	LWL85_dS	0.055	LWL85_w	0.1518	LWL85_N	718.5	NG86	NG86_dN	0.0072	NG86_omega	0.1289	NG86_dS	0.0556
SRR10957311_00760	MG1397_maxbin_5_01248	YN00	YN00_dN	0.0043	YN00_dN SE	0.0025	YN00_kappa	3.2146	YN00_dS SE	0.011	YN00_N	694.5	YN00_S	229.5	YN00_t	0.0297	YN00_omega	0.1624	YN00_dS	0.0267	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.1406	LWL85m_N	719.2	LWL85m_S	204.8	LWL85m_rho	None	LWL85m_dS	0.029	LPB93	LPB93_dN	0.004	LPB93_dS	0.026	LPB93_w	0.172	LWL85	LWL85_dN	0.004	LWL85_S	204.8	LWL85_dS	0.029	LWL85_w	0.1406	LWL85_N	719.2	NG86	NG86_dN	0.0043	NG86_omega	0.1567	NG86_dS	0.0274
SRR10957311_00760	ERR1045858_00771	YN00	YN00_dN	0.0197	YN00_dN SE	0.0054	YN00_kappa	3.2146	YN00_dS SE	0.0281	YN00_N	693.9	YN00_S	230.1	YN00_t	0.1581	YN00_omega	0.1296	YN00_dS	0.1522	LWL85m	LWL85m_dN	0.019	LWL85m_w	0.1209	LWL85m_N	715.9	LWL85m_S	208.1	LWL85m_rho	None	LWL85m_dS	0.164	LPB93	LPB93_dN	0.02	LPB93_dS	0.16	LPB93_w	0.125	LWL85	LWL85_dN	0.019	LWL85_S	205.5	LWL85_dS	0.166	LWL85_w	0.119	LWL85_N	718.5	NG86	NG86_dN	0.0195	NG86_omega	0.1256	NG86_dS	0.1556
SRR10957311_00760	ERR1045863_00786	YN00	YN00_dN	0.0072	YN00_dN SE	0.0032	YN00_kappa	3.2146	YN00_dS SE	0.0146	YN00_N	694.9	YN00_S	229.1	YN00_t	0.0501	YN00_omega	0.1594	YN00_dS	0.0454	LWL85m	LWL85m_dN	0.007	LWL85m_w	0.1869	LWL85m_N	667.8	LWL85m_S	256.2	LWL85m_rho	None	LWL85m_dS	0.04	LPB93	LPB93_dN	0.007	LPB93_dS	0.04	LPB93_w	0.1863	LWL85	LWL85_dN	0.007	LWL85_S	205.2	LWL85_dS	0.05	LWL85_w	0.1391	LWL85_N	718.8	NG86	NG86_dN	0.0072	NG86_omega	0.1554	NG86_dS	0.0462
SRR10957311_00760	SRR5945977_00794	YN00	YN00_dN	0.0029	YN00_dN SE	0.002	YN00_kappa	3.2146	YN00_dS SE	0.0137	YN00_N	695.2	YN00_S	228.8	YN00_t	0.0366	YN00_omega	0.0711	YN00_dS	0.0406	LWL85m	LWL85m_dN	0.004	LWL85m_w	0.133	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.004	LPB93_dS	0.033	LPB93_w	0.127	LWL85	LWL85_dN	0.004	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.1046	LWL85_N	719.2	NG86	NG86_dN	0.0029	NG86_omega	0.0689	NG86_dS	0.0415
SRR10957311_00760	ERR1045856_00787	YN00	YN00_dN	0.0072	YN00_dN SE	0.0032	YN00_kappa	3.2146	YN00_dS SE	0.0146	YN00_N	694.9	YN00_S	229.1	YN00_t	0.0501	YN00_omega	0.1594	YN00_dS	0.0454	LWL85m	LWL85m_dN	0.007	LWL85m_w	0.1869	LWL85m_N	667.8	LWL85m_S	256.2	LWL85m_rho	None	LWL85m_dS	0.04	LPB93	LPB93_dN	0.007	LPB93_dS	0.04	LPB93_w	0.1863	LWL85	LWL85_dN	0.007	LWL85_S	205.2	LWL85_dS	0.05	LWL85_w	0.1391	LWL85_N	718.8	NG86	NG86_dN	0.0072	NG86_omega	0.1554	NG86_dS	0.0462
SRR10957311_00760	ERR1045808_00771	YN00	YN00_dN	0.0197	YN00_dN SE	0.0054	YN00_kappa	3.2146	YN00_dS SE	0.0281	YN00_N	693.9	YN00_S	230.1	YN00_t	0.1581	YN00_omega	0.1296	YN00_dS	0.1522	LWL85m	LWL85m_dN	0.019	LWL85m_w	0.1209	LWL85m_N	715.9	LWL85m_S	208.1	LWL85m_rho	None	LWL85m_dS	0.164	LPB93	LPB93_dN	0.02	LPB93_dS	0.16	LPB93_w	0.125	LWL85	LWL85_dN	0.019	LWL85_S	205.5	LWL85_dS	0.166	LWL85_w	0.119	LWL85_N	718.5	NG86	NG86_dN	0.0195	NG86_omega	0.1256	NG86_dS	0.1556
SRR10957311_00760	MG282_maxbin_3_01307	YN00	YN00_dN	0.0087	YN00_dN SE	0.0035	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	695.4	YN00_S	228.6	YN00_t	0.0463	YN00_omega	0.2409	YN00_dS	0.036	LWL85m	LWL85m_dN	0.008	LWL85m_w	0.2665	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.008	LPB93_dS	0.033	LPB93_w	0.2545	LWL85	LWL85_dN	0.008	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.2095	LWL85_N	719.2	NG86	NG86_dN	0.0086	NG86_omega	0.2342	NG86_dS	0.0368
SRR10957311_00760	MG1343_maxbin_1_00521	YN00	YN00_dN	0.0197	YN00_dN SE	0.0054	YN00_kappa	3.2146	YN00_dS SE	0.0281	YN00_N	693.9	YN00_S	230.1	YN00_t	0.1581	YN00_omega	0.1296	YN00_dS	0.1522	LWL85m	LWL85m_dN	0.019	LWL85m_w	0.1209	LWL85m_N	715.9	LWL85m_S	208.1	LWL85m_rho	None	LWL85m_dS	0.164	LPB93	LPB93_dN	0.02	LPB93_dS	0.16	LPB93_w	0.125	LWL85	LWL85_dN	0.019	LWL85_S	205.5	LWL85_dS	0.166	LWL85_w	0.119	LWL85_N	718.5	NG86	NG86_dN	0.0195	NG86_omega	0.1256	NG86_dS	0.1556
SRR10957311_00760	MG163_maxbin_09_00125	YN00	YN00_dN	0.0087	YN00_dN SE	0.0035	YN00_kappa	3.2146	YN00_dS SE	0.0129	YN00_N	695.4	YN00_S	228.6	YN00_t	0.0463	YN00_omega	0.2409	YN00_dS	0.036	LWL85m	LWL85m_dN	0.008	LWL85m_w	0.2665	LWL85m_N	678.3	LWL85m_S	245.7	LWL85m_rho	None	LWL85m_dS	0.033	LPB93	LPB93_dN	0.008	LPB93_dS	0.033	LPB93_w	0.2545	LWL85	LWL85_dN	0.008	LWL85_S	204.8	LWL85_dS	0.04	LWL85_w	0.2095	LWL85_N	719.2	NG86	NG86_dN	0.0086	NG86_omega	0.2342	NG86_dS	0.0368
SRR10957311_00760	MG1284_maxbin_1_00341	YN00	YN00_dN	-0.0	YN00_dN SE	0.0	YN00_kappa	3.2146	YN00_dS SE	0.0	YN00_N	695.1	YN00_S	228.9	YN00_t	-0.0	YN00_omega	99.0	YN00_dS	-0.0	LWL85m	LWL85m_dN	None	LWL85m_S	nan	LWL85m_dS	None	LWL85m_w	nan	LWL85m_N	nan	LPB93	LPB93_dN	0.0	LPB93_dS	0.0	LPB93_w	nan	LWL85	LWL85_dN	0.0	LWL85_S	205.3	LWL85_dS	0.0	LWL85_w	nan	LWL85_N	718.7	NG86	NG86_dN	0.0	NG86_omega	-1.0	NG86_dS	0.0
